username,datetime,message
Jung-GunSong,2024-01-18T18:20:31Z,- Jung-GunSong assigned to issue: [5982](https://github.com/hackforla/website/issues/5982#issuecomment-1880320764) at 2024-01-18 10:20 AM PST
Jung-GunSong,2024-01-18T18:22:16Z,- Jung-GunSong commented on issue: [5982](https://github.com/hackforla/website/issues/5982#issuecomment-1898992884) at 2024-01-18 10:22 AM PST
Jung-GunSong,2024-01-19T03:34:37Z,- Jung-GunSong assigned to issue: [4035](https://github.com/hackforla/website/issues/4035#issuecomment-1854938752) at 2024-01-18 07:34 PM PST
Jung-GunSong,2024-01-24T19:19:35Z,- Jung-GunSong commented on issue: [4035](https://github.com/hackforla/website/issues/4035#issuecomment-1908769235) at 2024-01-24 11:19 AM PST
Jung-GunSong,2024-02-01T20:37:57Z,- Jung-GunSong opened pull request: [6205](https://github.com/hackforla/website/pull/6205) at 2024-02-01 12:37 PM PST
Jung-GunSong,2024-02-06T16:36:26Z,- Jung-GunSong commented on pull request: [6205](https://github.com/hackforla/website/pull/6205#issuecomment-1930284272) at 2024-02-06 08:36 AM PST
Jung-GunSong,2024-02-07T10:49:38Z,- Jung-GunSong pull request merged: [6205](https://github.com/hackforla/website/pull/6205#event-11730618104) at 2024-02-07 02:49 AM PST
Jung-GunSong,2024-02-16T03:00:15Z,- Jung-GunSong assigned to issue: [5472](https://github.com/hackforla/website/issues/5472#issuecomment-1915700185) at 2024-02-15 07:00 PM PST
Jung-GunSong,2024-02-16T03:01:18Z,- Jung-GunSong commented on issue: [5472](https://github.com/hackforla/website/issues/5472#issuecomment-1947684705) at 2024-02-15 07:01 PM PST
Jung-GunSong,2024-02-26T18:25:11Z,- Jung-GunSong commented on issue: [5472](https://github.com/hackforla/website/issues/5472#issuecomment-1964842947) at 2024-02-26 10:25 AM PST
Jung-GunSong,2024-03-05T19:18:17Z,- Jung-GunSong commented on pull request: [6417](https://github.com/hackforla/website/pull/6417#issuecomment-1979471910) at 2024-03-05 11:18 AM PST
Jung-GunSong,2024-03-05T19:48:22Z,- Jung-GunSong submitted pull request review: [6417](https://github.com/hackforla/website/pull/6417#pullrequestreview-1917973499) at 2024-03-05 11:48 AM PST
Jung-GunSong,2024-03-11T23:27:58Z,- Jung-GunSong commented on issue: [5472](https://github.com/hackforla/website/issues/5472#issuecomment-1989633207) at 2024-03-11 04:27 PM PDT
Jung-GunSong,2024-03-21T15:26:32Z,- Jung-GunSong commented on issue: [5472](https://github.com/hackforla/website/issues/5472#issuecomment-2012634083) at 2024-03-21 08:26 AM PDT
Jung-GunSong,2024-03-27T02:46:32Z,- Jung-GunSong commented on issue: [5472](https://github.com/hackforla/website/issues/5472#issuecomment-2021818530) at 2024-03-26 07:46 PM PDT
Jung-GunSong,2024-05-08T03:36:51Z,- Jung-GunSong commented on issue: [5472](https://github.com/hackforla/website/issues/5472#issuecomment-2099677332) at 2024-05-07 08:36 PM PDT
Jung-GunSong,2024-05-08T03:38:50Z,- Jung-GunSong commented on issue: [5472](https://github.com/hackforla/website/issues/5472#issuecomment-2099678880) at 2024-05-07 08:38 PM PDT
junjun107,3512,SKILLS ISSUE
junjun107,2022-08-31T03:09:48Z,- junjun107 opened issue: [3512](https://github.com/hackforla/website/issues/3512) at 2022-08-30 08:09 PM PDT
justinPemberton,3545,SKILLS ISSUE
justinPemberton,2022-09-13T02:56:55Z,- justinPemberton opened issue: [3545](https://github.com/hackforla/website/issues/3545) at 2022-09-12 07:56 PM PDT
justinPemberton,2022-09-19T21:42:19Z,- justinPemberton assigned to issue: [3545](https://github.com/hackforla/website/issues/3545) at 2022-09-19 02:42 PM PDT
justinPemberton,2022-11-13T20:06:36Z,- justinPemberton commented on issue: [3545](https://github.com/hackforla/website/issues/3545#issuecomment-1312810108) at 2022-11-13 12:06 PM PST
jyaymie,3610,SKILLS ISSUE
jyaymie,2022-10-11T02:54:24Z,- jyaymie opened issue: [3610](https://github.com/hackforla/website/issues/3610) at 2022-10-10 07:54 PM PDT
jyaymie,2022-10-12T03:00:34Z,- jyaymie assigned to issue: [3610](https://github.com/hackforla/website/issues/3610) at 2022-10-11 08:00 PM PDT
jyaymie,2022-10-13T21:52:04Z,- jyaymie assigned to issue: [2847](https://github.com/hackforla/website/issues/2847#issuecomment-1048151464) at 2022-10-13 02:52 PM PDT
jyaymie,2022-10-13T21:58:28Z,- jyaymie commented on issue: [2847](https://github.com/hackforla/website/issues/2847#issuecomment-1278219842) at 2022-10-13 02:58 PM PDT
jyaymie,2022-10-13T22:00:39Z,- jyaymie commented on issue: [3610](https://github.com/hackforla/website/issues/3610#issuecomment-1278221387) at 2022-10-13 03:00 PM PDT
jyaymie,2022-10-13T22:34:32Z,- jyaymie opened pull request: [3618](https://github.com/hackforla/website/pull/3618) at 2022-10-13 03:34 PM PDT
jyaymie,2022-10-13T23:07:23Z,- jyaymie commented on pull request: [3617](https://github.com/hackforla/website/pull/3617#issuecomment-1278268404) at 2022-10-13 04:07 PM PDT
jyaymie,2022-10-13T23:20:47Z,- jyaymie commented on pull request: [3617](https://github.com/hackforla/website/pull/3617#issuecomment-1278276598) at 2022-10-13 04:20 PM PDT
jyaymie,2022-10-13T23:21:32Z,- jyaymie submitted pull request review: [3617](https://github.com/hackforla/website/pull/3617#pullrequestreview-1141619595) at 2022-10-13 04:21 PM PDT
jyaymie,2022-10-14T02:10:07Z,- jyaymie commented on pull request: [3618](https://github.com/hackforla/website/pull/3618#issuecomment-1278377636) at 2022-10-13 07:10 PM PDT
jyaymie,2022-10-14T02:26:47Z,- jyaymie pull request merged: [3618](https://github.com/hackforla/website/pull/3618#event-7586420260) at 2022-10-13 07:26 PM PDT
jyaymie,2022-10-14T20:20:08Z,- jyaymie assigned to issue: [3201](https://github.com/hackforla/website/issues/3201#issuecomment-1145812161) at 2022-10-14 01:20 PM PDT
jyaymie,2022-10-14T20:24:46Z,- jyaymie commented on issue: [3201](https://github.com/hackforla/website/issues/3201#issuecomment-1279426828) at 2022-10-14 01:24 PM PDT
jyaymie,2022-10-14T23:02:03Z,- jyaymie opened pull request: [3624](https://github.com/hackforla/website/pull/3624) at 2022-10-14 04:02 PM PDT
jyaymie,2022-10-14T23:07:29Z,- jyaymie commented on pull request: [3621](https://github.com/hackforla/website/pull/3621#issuecomment-1279573540) at 2022-10-14 04:07 PM PDT
jyaymie,2022-10-14T23:10:10Z,- jyaymie submitted pull request review: [3621](https://github.com/hackforla/website/pull/3621#pullrequestreview-1143091937) at 2022-10-14 04:10 PM PDT
jyaymie,2022-10-15T22:05:43Z,- jyaymie pull request merged: [3624](https://github.com/hackforla/website/pull/3624#event-7595562563) at 2022-10-15 03:05 PM PDT
jyaymie,2022-10-16T17:19:36Z,- jyaymie commented on pull request: [3628](https://github.com/hackforla/website/pull/3628#issuecomment-1280013456) at 2022-10-16 10:19 AM PDT
jyaymie,2022-10-16T17:42:53Z,- jyaymie submitted pull request review: [3628](https://github.com/hackforla/website/pull/3628#pullrequestreview-1143319293) at 2022-10-16 10:42 AM PDT
jyaymie,2022-10-16T17:56:36Z,- jyaymie assigned to issue: [3596](https://github.com/hackforla/website/issues/3596#issuecomment-1264691932) at 2022-10-16 10:56 AM PDT
jyaymie,2022-10-16T17:59:00Z,- jyaymie commented on issue: [3596](https://github.com/hackforla/website/issues/3596#issuecomment-1280020760) at 2022-10-16 10:59 AM PDT
jyaymie,2022-10-16T19:21:58Z,- jyaymie opened pull request: [3629](https://github.com/hackforla/website/pull/3629) at 2022-10-16 12:21 PM PDT
jyaymie,2022-10-17T17:57:45Z,- jyaymie submitted pull request review: [3628](https://github.com/hackforla/website/pull/3628#pullrequestreview-1144592029) at 2022-10-17 10:57 AM PDT
jyaymie,2022-10-18T00:07:06Z,- jyaymie commented on pull request: [3633](https://github.com/hackforla/website/pull/3633#issuecomment-1281648054) at 2022-10-17 05:07 PM PDT
jyaymie,2022-10-18T00:23:56Z,- jyaymie submitted pull request review: [3633](https://github.com/hackforla/website/pull/3633#pullrequestreview-1144947931) at 2022-10-17 05:23 PM PDT
jyaymie,2022-10-18T01:20:38Z,- jyaymie pull request merged: [3629](https://github.com/hackforla/website/pull/3629#event-7606983148) at 2022-10-17 06:20 PM PDT
jyaymie,2022-10-18T18:57:26Z,- jyaymie submitted pull request review: [3633](https://github.com/hackforla/website/pull/3633#pullrequestreview-1146361349) at 2022-10-18 11:57 AM PDT
jyaymie,2022-10-19T21:10:20Z,- jyaymie commented on pull request: [3642](https://github.com/hackforla/website/pull/3642#issuecomment-1284577969) at 2022-10-19 02:10 PM PDT
jyaymie,2022-10-19T21:11:52Z,- jyaymie submitted pull request review: [3642](https://github.com/hackforla/website/pull/3642#pullrequestreview-1148280880) at 2022-10-19 02:11 PM PDT
jyaymie,2022-10-23T18:29:02Z,- jyaymie assigned to issue: [2600](https://github.com/hackforla/website/issues/2600#issuecomment-1284381184) at 2022-10-23 11:29 AM PDT
jyaymie,2022-10-23T18:35:57Z,- jyaymie commented on issue: [2600](https://github.com/hackforla/website/issues/2600#issuecomment-1288172342) at 2022-10-23 11:35 AM PDT
jyaymie,2022-10-24T06:15:54Z,- jyaymie commented on issue: [2600](https://github.com/hackforla/website/issues/2600#issuecomment-1288471549) at 2022-10-23 11:15 PM PDT
jyaymie,2022-10-24T18:49:51Z,- jyaymie commented on pull request: [3652](https://github.com/hackforla/website/pull/3652#issuecomment-1289453367) at 2022-10-24 11:49 AM PDT
jyaymie,2022-10-24T19:08:29Z,- jyaymie submitted pull request review: [3652](https://github.com/hackforla/website/pull/3652#pullrequestreview-1153636118) at 2022-10-24 12:08 PM PDT
jyaymie,2022-10-25T00:03:14Z,- jyaymie commented on issue: [2600](https://github.com/hackforla/website/issues/2600#issuecomment-1289797521) at 2022-10-24 05:03 PM PDT
jyaymie,2022-10-25T21:31:19Z,- jyaymie commented on pull request: [3658](https://github.com/hackforla/website/pull/3658#issuecomment-1291166326) at 2022-10-25 02:31 PM PDT
jyaymie,2022-10-25T21:36:44Z,- jyaymie submitted pull request review: [3658](https://github.com/hackforla/website/pull/3658#pullrequestreview-1155528625) at 2022-10-25 02:36 PM PDT
jyaymie,2022-10-25T21:38:59Z,- jyaymie commented on pull request: [3655](https://github.com/hackforla/website/pull/3655#issuecomment-1291172423) at 2022-10-25 02:38 PM PDT
jyaymie,2022-10-25T21:45:41Z,- jyaymie submitted pull request review: [3655](https://github.com/hackforla/website/pull/3655#pullrequestreview-1155543091) at 2022-10-25 02:45 PM PDT
jyaymie,2022-10-25T22:02:22Z,- jyaymie commented on pull request: [3657](https://github.com/hackforla/website/pull/3657#issuecomment-1291190215) at 2022-10-25 03:02 PM PDT
jyaymie,2022-10-25T22:08:10Z,- jyaymie commented on pull request: [3657](https://github.com/hackforla/website/pull/3657#issuecomment-1291194542) at 2022-10-25 03:08 PM PDT
jyaymie,2022-10-25T22:09:46Z,- jyaymie commented on pull request: [3659](https://github.com/hackforla/website/pull/3659#issuecomment-1291195673) at 2022-10-25 03:09 PM PDT
jyaymie,2022-10-25T22:14:08Z,- jyaymie submitted pull request review: [3659](https://github.com/hackforla/website/pull/3659#pullrequestreview-1155597047) at 2022-10-25 03:14 PM PDT
jyaymie,2022-10-25T22:21:11Z,- jyaymie submitted pull request review: [3657](https://github.com/hackforla/website/pull/3657#pullrequestreview-1155610296) at 2022-10-25 03:21 PM PDT
jyaymie,2022-10-26T02:27:02Z,- jyaymie commented on pull request: [3662](https://github.com/hackforla/website/pull/3662#issuecomment-1291410720) at 2022-10-25 07:27 PM PDT
jyaymie,2022-10-26T02:47:28Z,- jyaymie commented on issue: [2600](https://github.com/hackforla/website/issues/2600#issuecomment-1291423985) at 2022-10-25 07:47 PM PDT
jyaymie,2022-10-26T03:32:56Z,- jyaymie submitted pull request review: [3662](https://github.com/hackforla/website/pull/3662#pullrequestreview-1155813718) at 2022-10-25 08:32 PM PDT
jyaymie,2022-10-26T08:06:02Z,- jyaymie opened pull request: [3664](https://github.com/hackforla/website/pull/3664) at 2022-10-26 01:06 AM PDT
jyaymie,2022-10-27T01:22:21Z,- jyaymie commented on pull request: [3664](https://github.com/hackforla/website/pull/3664#issuecomment-1292845441) at 2022-10-26 06:22 PM PDT
jyaymie,2022-10-27T01:27:13Z,- jyaymie commented on pull request: [3664](https://github.com/hackforla/website/pull/3664#issuecomment-1292847914) at 2022-10-26 06:27 PM PDT
jyaymie,2022-10-28T20:48:14Z,- jyaymie submitted pull request review: [3652](https://github.com/hackforla/website/pull/3652#pullrequestreview-1160704848) at 2022-10-28 01:48 PM PDT
jyaymie,2022-11-01T04:25:58Z,- jyaymie pull request merged: [3664](https://github.com/hackforla/website/pull/3664#event-7710012207) at 2022-10-31 09:25 PM PDT
jyaymie,2022-11-02T01:52:45Z,- jyaymie commented on pull request: [3687](https://github.com/hackforla/website/pull/3687#issuecomment-1299448044) at 2022-11-01 06:52 PM PDT
jyaymie,2022-11-02T02:09:04Z,- jyaymie submitted pull request review: [3687](https://github.com/hackforla/website/pull/3687#pullrequestreview-1164300472) at 2022-11-01 07:09 PM PDT
jyaymie,2022-11-02T02:11:49Z,- jyaymie commented on pull request: [3686](https://github.com/hackforla/website/pull/3686#issuecomment-1299463822) at 2022-11-01 07:11 PM PDT
jyaymie,2022-11-02T02:15:10Z,- jyaymie submitted pull request review: [3686](https://github.com/hackforla/website/pull/3686#pullrequestreview-1164306571) at 2022-11-01 07:15 PM PDT
jyaymie,2022-11-02T02:19:46Z,- jyaymie commented on pull request: [3687](https://github.com/hackforla/website/pull/3687#issuecomment-1299469899) at 2022-11-01 07:19 PM PDT
jyaymie,2022-11-02T02:29:54Z,- jyaymie assigned to issue: [2216](https://github.com/hackforla/website/issues/2216) at 2022-11-01 07:29 PM PDT
jyaymie,2022-11-02T02:35:10Z,- jyaymie commented on issue: [2216](https://github.com/hackforla/website/issues/2216#issuecomment-1299481617) at 2022-11-01 07:35 PM PDT
jyaymie,2022-11-02T18:46:32Z,- jyaymie commented on pull request: [3689](https://github.com/hackforla/website/pull/3689#issuecomment-1301071191) at 2022-11-02 11:46 AM PDT
jyaymie,2022-11-02T18:50:25Z,- jyaymie submitted pull request review: [3689](https://github.com/hackforla/website/pull/3689#pullrequestreview-1165836220) at 2022-11-02 11:50 AM PDT
jyaymie,2022-11-02T19:45:30Z,- jyaymie commented on issue: [2216](https://github.com/hackforla/website/issues/2216#issuecomment-1301143213) at 2022-11-02 12:45 PM PDT
jyaymie,2022-11-03T04:17:03Z,- jyaymie unassigned from issue: [2216](https://github.com/hackforla/website/issues/2216#issuecomment-1301143213) at 2022-11-02 09:17 PM PDT
jyaymie,2022-11-03T04:41:54Z,- jyaymie commented on issue: [2216](https://github.com/hackforla/website/issues/2216#issuecomment-1301633567) at 2022-11-02 09:41 PM PDT
jyaymie,2022-11-07T15:07:25Z,- jyaymie commented on pull request: [3695](https://github.com/hackforla/website/pull/3695#issuecomment-1305751430) at 2022-11-07 07:07 AM PST
jyaymie,2022-11-07T15:11:13Z,- jyaymie submitted pull request review: [3695](https://github.com/hackforla/website/pull/3695#pullrequestreview-1170576965) at 2022-11-07 07:11 AM PST
jyaymie,2022-11-07T15:17:19Z,- jyaymie commented on pull request: [3672](https://github.com/hackforla/website/pull/3672#issuecomment-1305765721) at 2022-11-07 07:17 AM PST
jyaymie,2022-11-07T15:57:52Z,- jyaymie submitted pull request review: [3672](https://github.com/hackforla/website/pull/3672#pullrequestreview-1170659650) at 2022-11-07 07:57 AM PST
jyaymie,2022-11-07T20:17:34Z,- jyaymie commented on pull request: [3672](https://github.com/hackforla/website/pull/3672#issuecomment-1306138211) at 2022-11-07 12:17 PM PST
jyaymie,2022-11-07T20:18:56Z,- jyaymie submitted pull request review: [3672](https://github.com/hackforla/website/pull/3672#pullrequestreview-1171034427) at 2022-11-07 12:18 PM PST
jyaymie,2022-11-07T21:13:57Z,- jyaymie commented on pull request: [3696](https://github.com/hackforla/website/pull/3696#issuecomment-1306200304) at 2022-11-07 01:13 PM PST
jyaymie,2022-11-07T21:40:56Z,- jyaymie submitted pull request review: [3696](https://github.com/hackforla/website/pull/3696#pullrequestreview-1171133019) at 2022-11-07 01:40 PM PST
jyaymie,2022-11-08T20:01:12Z,- jyaymie commented on pull request: [3699](https://github.com/hackforla/website/pull/3699#issuecomment-1307760111) at 2022-11-08 12:01 PM PST
jyaymie,2022-11-08T20:03:47Z,- jyaymie submitted pull request review: [3699](https://github.com/hackforla/website/pull/3699#pullrequestreview-1172764494) at 2022-11-08 12:03 PM PST
jyaymie,2022-11-08T20:04:27Z,- jyaymie commented on pull request: [3700](https://github.com/hackforla/website/pull/3700#issuecomment-1307764162) at 2022-11-08 12:04 PM PST
jyaymie,2022-11-08T20:09:28Z,- jyaymie submitted pull request review: [3700](https://github.com/hackforla/website/pull/3700#pullrequestreview-1172771505) at 2022-11-08 12:09 PM PST
jyaymie,2022-11-08T20:30:26Z,- jyaymie submitted pull request review: [3696](https://github.com/hackforla/website/pull/3696#pullrequestreview-1172795564) at 2022-11-08 12:30 PM PST
jyaymie,2022-11-09T02:26:45Z,- jyaymie commented on pull request: [3703](https://github.com/hackforla/website/pull/3703#issuecomment-1308114353) at 2022-11-08 06:26 PM PST
jyaymie,2022-11-09T02:32:06Z,- jyaymie submitted pull request review: [3703](https://github.com/hackforla/website/pull/3703#pullrequestreview-1173166793) at 2022-11-08 06:32 PM PST
jyaymie,2022-11-15T05:46:47Z,- jyaymie commented on pull request: [3717](https://github.com/hackforla/website/pull/3717#issuecomment-1314805315) at 2022-11-14 09:46 PM PST
jyaymie,2022-11-15T06:08:43Z,- jyaymie submitted pull request review: [3717](https://github.com/hackforla/website/pull/3717#pullrequestreview-1180248957) at 2022-11-14 10:08 PM PST
jyaymie,2022-11-15T06:10:45Z,- jyaymie commented on pull request: [3718](https://github.com/hackforla/website/pull/3718#issuecomment-1314823031) at 2022-11-14 10:10 PM PST
jyaymie,2022-11-15T06:21:30Z,- jyaymie submitted pull request review: [3718](https://github.com/hackforla/website/pull/3718#pullrequestreview-1180258922) at 2022-11-14 10:21 PM PST
jyaymie,2022-11-15T23:07:07Z,- jyaymie commented on pull request: [3721](https://github.com/hackforla/website/pull/3721#issuecomment-1315988412) at 2022-11-15 03:07 PM PST
jyaymie,2022-11-15T23:21:53Z,- jyaymie submitted pull request review: [3721](https://github.com/hackforla/website/pull/3721#pullrequestreview-1181679219) at 2022-11-15 03:21 PM PST
jyaymie,2022-11-15T23:26:58Z,- jyaymie commented on pull request: [3719](https://github.com/hackforla/website/pull/3719#issuecomment-1316012450) at 2022-11-15 03:26 PM PST
jyaymie,2022-11-15T23:42:24Z,- jyaymie submitted pull request review: [3719](https://github.com/hackforla/website/pull/3719#pullrequestreview-1181693537) at 2022-11-15 03:42 PM PST
jyaymie,2022-11-23T03:18:15Z,- jyaymie commented on pull request: [3736](https://github.com/hackforla/website/pull/3736#issuecomment-1324500264) at 2022-11-22 07:18 PM PST
jyaymie,2022-11-23T19:35:15Z,- jyaymie submitted pull request review: [3736](https://github.com/hackforla/website/pull/3736#pullrequestreview-1192185546) at 2022-11-23 11:35 AM PST
jyaymie,2022-11-23T19:52:13Z,- jyaymie submitted pull request review: [3736](https://github.com/hackforla/website/pull/3736#pullrequestreview-1192200951) at 2022-11-23 11:52 AM PST
jyaymie,2022-11-27T19:36:47Z,- jyaymie unassigned from issue: [2600](https://github.com/hackforla/website/issues/2600#issuecomment-1328323817) at 2022-11-27 11:36 AM PST
jyaymie,2022-11-28T04:48:31Z,- jyaymie commented on pull request: [3749](https://github.com/hackforla/website/pull/3749#issuecomment-1328533655) at 2022-11-27 08:48 PM PST
jyaymie,2022-11-28T05:19:40Z,- jyaymie submitted pull request review: [3749](https://github.com/hackforla/website/pull/3749#pullrequestreview-1195219727) at 2022-11-27 09:19 PM PST
jyaymie,2022-11-29T21:14:23Z,- jyaymie commented on pull request: [3753](https://github.com/hackforla/website/pull/3753#issuecomment-1331317658) at 2022-11-29 01:14 PM PST
jyaymie,2022-11-29T21:19:15Z,- jyaymie submitted pull request review: [3753](https://github.com/hackforla/website/pull/3753#pullrequestreview-1198369424) at 2022-11-29 01:19 PM PST
jyaymie,2022-11-29T22:59:40Z,- jyaymie assigned to issue: [2393](https://github.com/hackforla/website/issues/2393#issuecomment-1330824787) at 2022-11-29 02:59 PM PST
jyaymie,2022-11-29T23:01:06Z,- jyaymie commented on issue: [2393](https://github.com/hackforla/website/issues/2393#issuecomment-1331426760) at 2022-11-29 03:01 PM PST
jyaymie,2022-11-30T04:10:57Z,- jyaymie commented on issue: [2393](https://github.com/hackforla/website/issues/2393#issuecomment-1331620548) at 2022-11-29 08:10 PM PST
jyaymie,2022-12-16T20:50:19Z,- jyaymie commented on pull request: [3754](https://github.com/hackforla/website/pull/3754#issuecomment-1355588828) at 2022-12-16 12:50 PM PST
jyaymie,2023-01-09T22:19:32Z,- jyaymie opened pull request: [3801](https://github.com/hackforla/website/pull/3801) at 2023-01-09 02:19 PM PST
jyaymie,2023-01-09T22:28:36Z,- jyaymie commented on pull request: [3799](https://github.com/hackforla/website/pull/3799#issuecomment-1376420554) at 2023-01-09 02:28 PM PST
jyaymie,2023-01-09T22:33:25Z,- jyaymie submitted pull request review: [3799](https://github.com/hackforla/website/pull/3799#pullrequestreview-1241295973) at 2023-01-09 02:33 PM PST
jyaymie,2023-01-09T22:34:50Z,- jyaymie commented on pull request: [3800](https://github.com/hackforla/website/pull/3800#issuecomment-1376427702) at 2023-01-09 02:34 PM PST
jyaymie,2023-01-09T22:41:04Z,- jyaymie submitted pull request review: [3800](https://github.com/hackforla/website/pull/3800#pullrequestreview-1241303019) at 2023-01-09 02:41 PM PST
jyaymie,2023-01-09T22:42:11Z,- jyaymie submitted pull request review: [3800](https://github.com/hackforla/website/pull/3800#pullrequestreview-1241303833) at 2023-01-09 02:42 PM PST
jyaymie,2023-01-11T02:16:26Z,- jyaymie commented on pull request: [3807](https://github.com/hackforla/website/pull/3807#issuecomment-1378156701) at 2023-01-10 06:16 PM PST
jyaymie,2023-01-11T02:18:53Z,- jyaymie submitted pull request review: [3807](https://github.com/hackforla/website/pull/3807#pullrequestreview-1243206471) at 2023-01-10 06:18 PM PST
jyaymie,2023-01-11T02:19:52Z,- jyaymie commented on pull request: [3808](https://github.com/hackforla/website/pull/3808#issuecomment-1378158756) at 2023-01-10 06:19 PM PST
jyaymie,2023-01-11T02:32:34Z,- jyaymie submitted pull request review: [3808](https://github.com/hackforla/website/pull/3808#pullrequestreview-1243213798) at 2023-01-10 06:32 PM PST
jyaymie,2023-01-11T02:49:09Z,- jyaymie commented on pull request: [3806](https://github.com/hackforla/website/pull/3806#issuecomment-1378174618) at 2023-01-10 06:49 PM PST
jyaymie,2023-01-11T03:00:15Z,- jyaymie submitted pull request review: [3806](https://github.com/hackforla/website/pull/3806#pullrequestreview-1243229117) at 2023-01-10 07:00 PM PST
jyaymie,2023-01-11T03:21:57Z,- jyaymie commented on pull request: [3808](https://github.com/hackforla/website/pull/3808#issuecomment-1378193836) at 2023-01-10 07:21 PM PST
jyaymie,2023-01-11T06:53:03Z,- jyaymie commented on pull request: [3801](https://github.com/hackforla/website/pull/3801#issuecomment-1378310835) at 2023-01-10 10:53 PM PST
jyaymie,2023-01-11T07:07:23Z,- jyaymie commented on pull request: [3801](https://github.com/hackforla/website/pull/3801#issuecomment-1378321175) at 2023-01-10 11:07 PM PST
jyaymie,2023-01-11T21:09:13Z,- jyaymie commented on pull request: [3801](https://github.com/hackforla/website/pull/3801#issuecomment-1379486772) at 2023-01-11 01:09 PM PST
jyaymie,2023-01-11T21:11:37Z,- jyaymie submitted pull request review: [3808](https://github.com/hackforla/website/pull/3808#pullrequestreview-1244618743) at 2023-01-11 01:11 PM PST
jyaymie,2023-01-11T22:45:16Z,- jyaymie commented on pull request: [3801](https://github.com/hackforla/website/pull/3801#issuecomment-1379579390) at 2023-01-11 02:45 PM PST
jyaymie,2023-01-12T02:39:39Z,- jyaymie pull request merged: [3801](https://github.com/hackforla/website/pull/3801#event-8207120218) at 2023-01-11 06:39 PM PST
jyaymie,2023-01-15T10:15:56Z,- jyaymie assigned to issue: [3701](https://github.com/hackforla/website/issues/3701#event-7819340305) at 2023-01-15 02:15 AM PST
jyaymie,2023-01-15T10:19:02Z,- jyaymie commented on issue: [3701](https://github.com/hackforla/website/issues/3701#issuecomment-1383111960) at 2023-01-15 02:19 AM PST
jyaymie,2023-01-17T06:56:51Z,- jyaymie opened pull request: [3833](https://github.com/hackforla/website/pull/3833) at 2023-01-16 10:56 PM PST
jyaymie,2023-01-17T15:52:50Z,- jyaymie commented on pull request: [3832](https://github.com/hackforla/website/pull/3832#issuecomment-1385636670) at 2023-01-17 07:52 AM PST
jyaymie,2023-01-17T15:54:22Z,- jyaymie submitted pull request review: [3832](https://github.com/hackforla/website/pull/3832#pullrequestreview-1251832684) at 2023-01-17 07:54 AM PST
jyaymie,2023-01-17T19:35:32Z,- jyaymie commented on pull request: [3834](https://github.com/hackforla/website/pull/3834#issuecomment-1385947709) at 2023-01-17 11:35 AM PST
jyaymie,2023-01-17T19:39:27Z,- jyaymie submitted pull request review: [3834](https://github.com/hackforla/website/pull/3834#pullrequestreview-1252328150) at 2023-01-17 11:39 AM PST
jyaymie,2023-01-17T19:41:02Z,- jyaymie commented on pull request: [3835](https://github.com/hackforla/website/pull/3835#issuecomment-1385953978) at 2023-01-17 11:41 AM PST
jyaymie,2023-01-17T19:43:19Z,- jyaymie submitted pull request review: [3835](https://github.com/hackforla/website/pull/3835#pullrequestreview-1252338829) at 2023-01-17 11:43 AM PST
jyaymie,2023-01-17T19:44:25Z,- jyaymie commented on pull request: [3836](https://github.com/hackforla/website/pull/3836#issuecomment-1385957600) at 2023-01-17 11:44 AM PST
jyaymie,2023-01-17T19:51:38Z,- jyaymie submitted pull request review: [3836](https://github.com/hackforla/website/pull/3836#pullrequestreview-1252357529) at 2023-01-17 11:51 AM PST
jyaymie,2023-01-18T01:00:30Z,- jyaymie pull request merged: [3833](https://github.com/hackforla/website/pull/3833#event-8251200847) at 2023-01-17 05:00 PM PST
jyaymie,2023-01-18T03:37:32Z,- jyaymie commented on pull request: [3833](https://github.com/hackforla/website/pull/3833#issuecomment-1386438090) at 2023-01-17 07:37 PM PST
jyaymie,2023-01-18T05:51:58Z,- jyaymie submitted pull request review: [3767](https://github.com/hackforla/website/pull/3767#pullrequestreview-1252865373) at 2023-01-17 09:51 PM PST
jyaymie,2023-02-07T23:35:41Z,- jyaymie commented on pull request: [3940](https://github.com/hackforla/website/pull/3940#issuecomment-1421643473) at 2023-02-07 03:35 PM PST
jyaymie,2023-02-07T23:44:53Z,- jyaymie submitted pull request review: [3940](https://github.com/hackforla/website/pull/3940#pullrequestreview-1288175562) at 2023-02-07 03:44 PM PST
jyaymie,2023-02-07T23:47:28Z,- jyaymie commented on pull request: [3954](https://github.com/hackforla/website/pull/3954#issuecomment-1421659093) at 2023-02-07 03:47 PM PST
jyaymie,2023-02-07T23:54:50Z,- jyaymie submitted pull request review: [3954](https://github.com/hackforla/website/pull/3954#pullrequestreview-1288197700) at 2023-02-07 03:54 PM PST
jyaymie,2023-02-07T23:56:33Z,- jyaymie assigned to issue: [3731](https://github.com/hackforla/website/issues/3731#issuecomment-1411583859) at 2023-02-07 03:56 PM PST
jyaymie,2023-02-07T23:56:40Z,- jyaymie unassigned from issue: [3731](https://github.com/hackforla/website/issues/3731#issuecomment-1411583859) at 2023-02-07 03:56 PM PST
jyaymie,2023-02-07T23:57:43Z,- jyaymie commented on pull request: [3947](https://github.com/hackforla/website/pull/3947#issuecomment-1421666661) at 2023-02-07 03:57 PM PST
